95990009;;;;;Debet;11,01;;undefined -  Adv.ref. 17000088824215;;;;;;;;;;;;;;;;
90540000;;;;;Kredit;11,01;;undefined -  Adv.ref. 17000088824215;;;;;;;;;;;;;;;;

