Artskonto;Omkostningssted;PSP-element;Profitcenter;Ordre;Debet/kredit;Beløb;Næste agent;Tekst;Betalingsart;Påligningsår;Betalingsmodtagernr.;Betalingsmodtagernr.kode;Ydelsesmodtagernr.;Ydelsesmodtagernr.kode;Ydelsesperiode fra;Ydelsesperiode til;Oplysningspligtnr.;Oplysningspligtmodtagernr.kode;Oplysningspligtkode;Netværk;Operation;Mængde;Mængdeenhed;Referencenøgle
72000000;;XG-0000003040-00046;;;Kredit;90;;MP Café Gaia Papaya;;;;;;;;;;;;;;;;
90510000;;;;;Debet;90;;MP Café Gaia Papaya;;;;;;;;;;;;;;;;
79000000;;XG-0000003038-00034;;;Kredit;150;;MP Boligerne Lene Bredahls Gade;;;;;;;;;;;;;;;;
90510000;;;;;Debet;150;;MP Boligerne Lene Bredahls Gade;;;;;;;;;;;;;;;;
72000000;;XG-0000002890-00056;;;Kredit;950;;MP Trekløverskolen Borup byvej salatordning;;;;;;;;;;;;;;;;
90510000;;;;;Debet;950;;MP Trekløverskolen Borup byvej salatordning;;;;;;;;;;;;;;;;
95941300;;;;;Kredit;173;;MP MOE Håndværksmuseet;;;;;;;;;;;;;;;;
90510000;;;;;Debet;173;;MP MOE Håndværksmuseet;;;;;;;;;;;;;;;;
72000000;;XG-0000004526-00044;;;Kredit;16;;MP Kollektivhuset;;;;;;;;;;;;;;;;
90510000;;;;;Debet;16;;MP Kollektivhuset;;;;;;;;;;;;;;;;
72000000;;XG-0000004526-00041;;;Kredit;25;;MP Vorup Plejehjem;;;;;;;;;;;;;;;;
90510000;;;;;Debet;25;;MP Vorup Plejehjem;;;;;;;;;;;;;;;;
72000000;;XG-0000002511-00020;;;Kredit;2.800;;MP Nørrevangsskolen - Lejrskole;;;;;;;;;;;;;;;;
90510000;;;;;Debet;2.800;;MP Nørrevangsskolen - Lejrskole;;;;;;;;;;;;;;;;
72000000;;XG-0000004526-00051;;;Kredit;663;;MP Caféen Orangeriet Huset Nyvang;;;;;;;;;;;;;;;;
90510000;;;;;Debet;663;;MP Caféen Orangeriet Huset Nyvang;;;;;;;;;;;;;;;;
72000000;;XG-0000002598-00003;;;Kredit;38;;MP Jennumparkens fritidshjem;;;;;;;;;;;;;;;;
90510000;;;;;Debet;38;;MP Jennumparkens fritidshjem;;;;;;;;;;;;;;;;
72000000;;XG-0000004526-00037;;;Kredit;7;;MP Nellemann;;;;;;;;;;;;;;;;
90510000;;;;;Debet;7;;MP Nellemann;;;;;;;;;;;;;;;;
79000000;;XG-0000004526-00020;;;Kredit;1.489;;MP Madservice Kronjylland ;;;;;;;;;;;;;;;;
90510000;;;;;Debet;1.489;;MP Madservice Kronjylland ;;;;;;;;;;;;;;;;
79000000;;XG-0000002392-00042;;;Kredit;480;;MP Blicherskolen;;;;;;;;;;;;;;;;
90510000;;;;;Debet;480;;MP Blicherskolen;;;;;;;;;;;;;;;;
79000000;;XG-0000002555-00002;;;Kredit;1.225;;MP Vestervangsskolen;;;;;;;;;;;;;;;;
90510000;;;;;Debet;1.225;;MP Vestervangsskolen;;;;;;;;;;;;;;;;
79000000;;XG-0000002564-00001;;;Kredit;155;;MP Vestervangsskolen Juniorklubben;;;;;;;;;;;;;;;;
90510000;;;;;Debet;155;;MP Vestervangsskolen Juniorklubben;;;;;;;;;;;;;;;;
95932400;;;;;Kredit;1.670;;MP CSV;;;;;;;;;;;;;;;;
90510000;;;;;Debet;1.670;;MP CSV;;;;;;;;;;;;;;;;
72000000;;XG-0000002461-00001;;;Kredit;60;;MP Hornbæk Juniorklub;;;;;;;;;;;;;;;;
90510000;;;;;Debet;60;;MP Hornbæk Juniorklub;;;;;;;;;;;;;;;;
79000000;;XG-0000002544-00024;;;Kredit;30.000;;MP Tirsdalens Skole -Arrangementer/ lejr;;;;;;;;;;;;;;;;
90510000;;;;;Debet;30.000;;MP Tirsdalens Skole -Arrangementer/ lejr;;;;;;;;;;;;;;;;
79000000;;XG-0000002531-00002 ;;;Kredit;390;;MP Søndermarkskolen - Skolefest;;;;;;;;;;;;;;;;
90510000;;;;;Debet;390;;MP Søndermarkskolen - Skolefest;;;;;;;;;;;;;;;;
72000000;;XG-0000002668-00027;;;Kredit;716;;MP RU fælles kiosk;;;;;;;;;;;;;;;;
90510000;;;;;Debet;716;;MP RU fælles kiosk;;;;;;;;;;;;;;;;
72000000;;XG-0000004526-00041;;;Kredit;145;;MP Område Syd Vorup Plejehjem cafe;;;;;;;;;;;;;;;;
90510000;;;;;Debet;145;;MP Område Syd Vorup Plejehjem cafe;;;;;;;;;;;;;;;;
72000000;;XG-0000004526-00036;;;Kredit;47;;MP Område Syd Lindevænget;;;;;;;;;;;;;;;;
90510000;;;;;Debet;47;;MP Område Syd Lindevænget;;;;;;;;;;;;;;;;
72000000;;XG-0000004526-00038;;;Kredit;313;;MP Område Syd Svaleparken;;;;;;;;;;;;;;;;
90510000;;;;;Debet;313;;MP Område Syd Svaleparken;;;;;;;;;;;;;;;;
72000000;;XG-0000004526-00044;;;Kredit;851;;MP Område Vest Kollektivhuset;;;;;;;;;;;;;;;;
90510000;;;;;Debet;851;;MP Område Vest Kollektivhuset;;;;;;;;;;;;;;;;
72000000;;XG-0000004526-00048;;;Kredit;96;;MP Område Vest Terneparken;;;;;;;;;;;;;;;;
90510000;;;;;Debet;96;;MP Område Vest Terneparken;;;;;;;;;;;;;;;;
72000000;;XG-0000004526-00040;;;Kredit;145;;MP Område Syd Tirsdalen;;;;;;;;;;;;;;;;
90510000;;;;;Debet;145;;MP Område Syd Tirsdalen;;;;;;;;;;;;;;;;
72000000;;XG-0000004526-00030;;;Kredit;131;;MP Område Nord Dronningborg;;;;;;;;;;;;;;;;
90510000;;;;;Debet;131;;MP Område Nord Dronningborg;;;;;;;;;;;;;;;;
72000000;;XG-0000004526-00046;;;Kredit;472;;MP Område Vest Borupvænget;;;;;;;;;;;;;;;;
90510000;;;;;Debet;472;;MP Område Vest Borupvænget;;;;;;;;;;;;;;;;
72000000;;XG-0000004526-00033;;;Kredit;180;;MP Område Nord Møllevang;;;;;;;;;;;;;;;;
90510000;;;;;Debet;180;;MP Område Nord Møllevang;;;;;;;;;;;;;;;;
72000000;;XG-0000004526-00028;;;Kredit;36;;MP Område Nord Bakkegården;;;;;;;;;;;;;;;;
90510000;;;;;Debet;36;;MP Område Nord Bakkegården;;;;;;;;;;;;;;;;
72000000;;XG-0000004526-00037;;;Kredit;979;;MP Café Nellemann;;;;;;;;;;;;;;;;
90510000;;;;;Debet;979;;MP Café Nellemann;;;;;;;;;;;;;;;;

