Artskonto;Omkostningssted;PSP-element;Profitcenter;Ordre;Debet/kredit;Beløb;Næste agent;Tekst;Betalingsart;Påligningsår;Betalingsmodtagernr.;Betalingsmodtagernr.kode;Ydelsesmodtagernr.;Ydelsesmodtagernr.kode;Ydelsesperiode fra;Ydelsesperiode til;Oplysningspligtnr.;Oplysningspligtmodtagernr.kode;Oplysningspligtkode;Netværk;Operation;Mængde;Mængdeenhed;Referencenøgle
72000000;;XG-0000003040-00046;;;Kredit;30;;MP Café Gaia Papaya;;;;;;;;;;;;;;;;
90510000;;;;;Debet;30;;MP Café Gaia Papaya;;;;;;;;;;;;;;;;
79000000;;XG-0000003038-00034;;;Kredit;100;;MP Boligerne Lene Bredahls Gade;;;;;;;;;;;;;;;;
90510000;;;;;Debet;100;;MP Boligerne Lene Bredahls Gade;;;;;;;;;;;;;;;;
72000000;;XG-0000004526-00045;;;Kredit;354;;MP Plejehjemmet Kildevang;;;;;;;;;;;;;;;;
90510000;;;;;Debet;354;;MP Plejehjemmet Kildevang;;;;;;;;;;;;;;;;
95930008;;;;;Kredit;108;;MP Sprogcentret-Kantinekøb;;;;;;;;;;;;;;;;
90510000;;;;;Debet;108;;MP Sprogcentret-Kantinekøb;;;;;;;;;;;;;;;;
72000000;;XG-0000002890-00056;;;Kredit;1.010;;MP Trekløverskolen Borup byvej salatordning;;;;;;;;;;;;;;;;
90510000;;;;;Debet;1.010;;MP Trekløverskolen Borup byvej salatordning;;;;;;;;;;;;;;;;
72000000;;XG-0000004526-00044;;;Kredit;8;;MP Kollektivhuset;;;;;;;;;;;;;;;;
90510000;;;;;Debet;8;;MP Kollektivhuset;;;;;;;;;;;;;;;;
72000000;;XG-0000002598-00003;;;Kredit;92;;MP Jennumparkens fritidshjem;;;;;;;;;;;;;;;;
90510000;;;;;Debet;92;;MP Jennumparkens fritidshjem;;;;;;;;;;;;;;;;
72000000;;XG-0000004526-00037;;;Kredit;310;;MP Nellemann;;;;;;;;;;;;;;;;
90510000;;;;;Debet;310;;MP Nellemann;;;;;;;;;;;;;;;;
79000000;;XG-0000004526-00020;;;Kredit;166;;MP Madservice Kronjylland ;;;;;;;;;;;;;;;;
90510000;;;;;Debet;166;;MP Madservice Kronjylland ;;;;;;;;;;;;;;;;
79000000;;XG-0000002392-00042;;;Kredit;16.058;;MP Blicherskolen;;;;;;;;;;;;;;;;
90510000;;;;;Debet;16.058;;MP Blicherskolen;;;;;;;;;;;;;;;;
72000000;;XG-0000004526-00026;;;Kredit;155;;MP Cafe Åbakken;;;;;;;;;;;;;;;;
90510000;;;;;Debet;155;;MP Cafe Åbakken;;;;;;;;;;;;;;;;
79000000;;XG-0000002555-00002;;;Kredit;1.205;;MP Vestervangsskolen;;;;;;;;;;;;;;;;
90510000;;;;;Debet;1.205;;MP Vestervangsskolen;;;;;;;;;;;;;;;;
79000000;;XG-0000002564-00001;;;Kredit;5;;MP Vestervangsskolen Juniorklubben;;;;;;;;;;;;;;;;
90510000;;;;;Debet;5;;MP Vestervangsskolen Juniorklubben;;;;;;;;;;;;;;;;
95932400;;;;;Kredit;40;;MP CSV;;;;;;;;;;;;;;;;
90510000;;;;;Debet;40;;MP CSV;;;;;;;;;;;;;;;;
72000000;;XG-0000004526-00036;;;Kredit;50;;MP Plejecenter Lindevænget;;;;;;;;;;;;;;;;
90510000;;;;;Debet;50;;MP Plejecenter Lindevænget;;;;;;;;;;;;;;;;
72000000;;XG-0000002461-00001;;;Kredit;445;;MP Hornbæk Juniorklub;;;;;;;;;;;;;;;;
90510000;;;;;Debet;445;;MP Hornbæk Juniorklub;;;;;;;;;;;;;;;;
79000000;;XG-0000002452-00024;;;Kredit;1.200;;MP Hornbæk Skole;;;;;;;;;;;;;;;;
90510000;;;;;Debet;1.200;;MP Hornbæk Skole;;;;;;;;;;;;;;;;
79000000;;XG-0000003397-00016;;;Kredit;874;;MP Sprogcenter Til Webshop;;;;;;;;;;;;;;;;
90510000;;;;;Debet;874;;MP Sprogcenter Til Webshop;;;;;;;;;;;;;;;;
79000000;;XG-0000005063-00011 ;;;Kredit;1.000;;MP Randers Cykelby-Udlån cykler;;;;;;;;;;;;;;;;
90510000;;;;;Debet;1.000;;MP Randers Cykelby-Udlån cykler;;;;;;;;;;;;;;;;
72000000;;XG-0000002668-00027;;;Kredit;636;;MP RU fælles kiosk;;;;;;;;;;;;;;;;
90510000;;;;;Debet;636;;MP RU fælles kiosk;;;;;;;;;;;;;;;;
72000000;;XG-0000004526-00041;;;Kredit;805;;MP Område Syd Vorup Plejehjem cafe;;;;;;;;;;;;;;;;
90510000;;;;;Debet;805;;MP Område Syd Vorup Plejehjem cafe;;;;;;;;;;;;;;;;
72000000;;XG-0000004526-00036;;;Kredit;195;;MP Område Syd Lindevænget;;;;;;;;;;;;;;;;
90510000;;;;;Debet;195;;MP Område Syd Lindevænget;;;;;;;;;;;;;;;;
72000000;;XG-0000004526-00038;;;Kredit;396;;MP Område Syd Svaleparken;;;;;;;;;;;;;;;;
90510000;;;;;Debet;396;;MP Område Syd Svaleparken;;;;;;;;;;;;;;;;
72000000;;XG-0000004526-00048;;;Kredit;90;;MP Område Vest Terneparken;;;;;;;;;;;;;;;;
90510000;;;;;Debet;90;;MP Område Vest Terneparken;;;;;;;;;;;;;;;;
72000000;;XG-0000004526-00040;;;Kredit;185;;MP Område Syd Tirsdalen;;;;;;;;;;;;;;;;
90510000;;;;;Debet;185;;MP Område Syd Tirsdalen;;;;;;;;;;;;;;;;
72000000;;XG-0000004526-00030;;;Kredit;243;;MP Område Nord Dronningborg;;;;;;;;;;;;;;;;
90510000;;;;;Debet;243;;MP Område Nord Dronningborg;;;;;;;;;;;;;;;;
72000000;;XG-0000004526-00046;;;Kredit;729;;MP Område Vest Borupvænget;;;;;;;;;;;;;;;;
90510000;;;;;Debet;729;;MP Område Vest Borupvænget;;;;;;;;;;;;;;;;
72000000;;XG-0000004526-00033;;;Kredit;16;;MP Område Nord Møllevang;;;;;;;;;;;;;;;;
90510000;;;;;Debet;16;;MP Område Nord Møllevang;;;;;;;;;;;;;;;;
72000000;;XG-0000004526-00039;;;Kredit;252;;MP Thors Bakke;;;;;;;;;;;;;;;;
90510000;;;;;Debet;252;;MP Thors Bakke;;;;;;;;;;;;;;;;
72000000;;XG-0000004526-00028;;;Kredit;181;;MP Område Nord Bakkegården;;;;;;;;;;;;;;;;
90510000;;;;;Debet;181;;MP Område Nord Bakkegården;;;;;;;;;;;;;;;;

