Reference;Advisliste;Afsender;Posteringstype;match_regel;Beløb1;Beløb2;beløb_regel;Posteringstekst;Artskonto;PSP;SIO;Notat
;;;;;;;;;95990009;;;
;;;;;;;;;90540000;;;

Reference;Advisliste;Afsender;Posteringstype;match_regel;Beløb1;Beløb2;beløb_regel;Posteringstekst;Artskonto;PSP;SIO;Notat
;;;;;;;;;95990009;;;
;;;;;;;;;90540000;;;

